pitch_type,game_date,release_speed,player_name,batter,pitcher,events,outs_when_up,inning,hit_distance_sc,pitch_number,pitch_name
SL,2023-05-12,90.8,"Cole, Gerrit",650490,543037,,2,2,129,5,Slider
FF,2023-05-12,98.2,"Cole, Gerrit",650490,543037,,2,2,,4,4-Seam Fastball
SL,2023-05-12,88.9,"Cole, Gerrit",650490,543037,,2,2,,3,Slider
CH,2023-05-12,90.4,"Cole, Gerrit",650490,543037,,2,2,,2,Changeup
FF,2023-05-12,97.2,"Cole, Gerrit",650490,543037,,2,2,,1,4-Seam Fastball
FF,2023-05-12,97.3,"Cole, Gerrit",642350,543037,home_run,2,2,394,3,4-Seam Fastball
FF,2023-05-12,96.4,"Cole, Gerrit",642350,543037,,2,2,233,2,4-Seam Fastball
FF,2023-05-12,97.7,"Cole, Gerrit",642350,543037,,2,2,,1,4-Seam Fastball
FF,2023-05-12,96.6,"Cole, Gerrit",542194,543037,field_out,1,2,44,1,4-Seam Fastball
FF,2023-05-12,97.4,"Cole, Gerrit",666139,543037,strikeout,0,2,,8,4-Seam Fastball
KC,2023-05-12,84.4,"Cole, Gerrit",666139,543037,,0,2,,7,Knuckle Curve
FF,2023-05-12,97.8,"Cole, Gerrit",666139,543037,,0,2,,6,4-Seam Fastball
FF,2023-05-12,97,"Cole, Gerrit",666139,543037,,0,2,19,5,4-Seam Fastball
KC,2023-05-12,83.8,"Cole, Gerrit",666139,543037,,0,2,,4,Knuckle Curve
FF,2023-05-12,94.8,"Cole, Gerrit",666139,543037,,0,2,,3,4-Seam Fastball
FF,2023-05-12,94.9,"Cole, Gerrit",666139,543037,,0,2,,2,4-Seam Fastball
FF,2023-05-12,95.9,"Cole, Gerrit",666139,543037,,0,2,,1,4-Seam Fastball
SL,2023-05-12,91.7,"Cole, Gerrit",670623,543037,field_out,2,1,275,8,Slider
FF,2023-05-12,98.6,"Cole, Gerrit",670623,543037,,2,1,269,7,4-Seam Fastball
FF,2023-05-12,98.9,"Cole, Gerrit",670623,543037,,2,1,197,6,4-Seam Fastball
FF,2023-05-12,98.2,"Cole, Gerrit",670623,543037,,2,1,256,5,4-Seam Fastball
FF,2023-05-12,98.6,"Cole, Gerrit",670623,543037,,2,1,,4,4-Seam Fastball
SI,2023-05-12,93.9,"King, Michael",642350,650633,force_out,0,8,5,5,Sinker
SI,2023-05-12,92.1,"King, Michael",642350,650633,,0,8,,4,Sinker
FF,2023-05-12,98,"Cole, Gerrit",670623,543037,,2,1,,3,4-Seam Fastball
SI,2023-05-12,91.3,"King, Michael",642350,650633,,0,8,,3,Sinker
KC,2023-05-12,84.6,"Cole, Gerrit",670623,543037,,2,1,,2,Knuckle Curve
FF,2023-05-12,98.5,"Cole, Gerrit",670623,543037,,2,1,,1,4-Seam Fastball
SI,2023-05-12,93,"King, Michael",642350,650633,,0,8,,2,Sinker
ST,2023-05-12,80.7,"King, Michael",642350,650633,,0,8,131,1,Sweeper
FF,2023-05-12,97.7,"Cole, Gerrit",623912,543037,single,2,1,290,5,4-Seam Fastball
ST,2023-05-12,80,"King, Michael",542194,650633,single,0,8,279,2,Sweeper
FF,2023-05-12,98.4,"Cole, Gerrit",623912,543037,,2,1,,4,4-Seam Fastball
CH,2023-05-12,89.8,"Cole, Gerrit",623912,543037,,2,1,,3,Changeup
ST,2023-05-12,81.1,"King, Michael",542194,650633,,0,8,172,1,Sweeper
SI,2023-05-12,94.1,"King, Michael",666139,650633,home_run,0,8,378,4,Sinker
SL,2023-05-12,88.9,"Cole, Gerrit",623912,543037,,2,1,1,2,Slider
SL,2023-05-12,90.3,"Hamilton, Ian",650490,641656,strikeout,2,6,,3,Slider
FF,2023-05-12,95.1,"King, Michael",666139,650633,,0,8,,3,4-Seam Fastball
SL,2023-05-12,89.9,"Cole, Gerrit",623912,543037,,2,1,,1,Slider
SL,2023-05-12,88.7,"Hamilton, Ian",650490,641656,,2,6,,2,Slider
CH,2023-05-12,91.2,"Cole, Gerrit",664040,543037,walk,2,1,,7,Changeup
FF,2023-05-12,94.7,"King, Michael",666139,650633,,0,8,,2,4-Seam Fastball
FF,2023-05-12,98.8,"Cole, Gerrit",664040,543037,,2,1,,6,4-Seam Fastball
FF,2023-05-12,97.6,"Hamilton, Ian",650490,641656,,2,6,,1,4-Seam Fastball
FF,2023-05-12,94.8,"King, Michael",666139,650633,,0,8,,1,4-Seam Fastball
ST,2023-05-12,81.7,"King, Michael",670623,650633,single,0,8,238,2,Sweeper
SL,2023-05-12,89.5,"Hamilton, Ian",642350,641656,single,2,6,2,3,Slider
FF,2023-05-12,98.2,"Cole, Gerrit",664040,543037,,2,1,211,5,4-Seam Fastball
SI,2023-05-12,97.2,"Peralta, Wandy",622534,593974,field_out,2,9,1,3,Sinker
SL,2023-05-12,88.7,"Hamilton, Ian",642350,641656,,2,6,,2,Slider
SI,2023-05-12,97,"Holmes, Clay",668227,605280,field_out,2,8,1,4,Sinker
ST,2023-05-12,80.8,"King, Michael",670623,650633,,0,8,,1,Sweeper
KC,2023-05-12,84.5,"Cole, Gerrit",664040,543037,,2,1,,4,Knuckle Curve
CH,2023-05-12,90.3,"Peralta, Wandy",622534,593974,,2,9,,2,Changeup
SI,2023-05-12,96.5,"Hamilton, Ian",642350,641656,,2,6,,1,Sinker
FF,2023-05-12,95,"King, Michael",623912,650633,single,0,8,34,2,4-Seam Fastball
CH,2023-05-12,90.5,"Cole, Gerrit",664040,543037,,2,1,,3,Changeup
SI,2023-05-12,96.1,"Holmes, Clay",668227,605280,,2,8,,3,Sinker
FF,2023-05-12,97.6,"Cole, Gerrit",664040,543037,,2,1,,2,4-Seam Fastball
SI,2023-05-12,93.1,"King, Michael",623912,650633,,0,8,,1,Sinker
ST,2023-05-12,84,"Holmes, Clay",668227,605280,,2,8,,2,Sweeper
CH,2023-05-12,90.3,"Peralta, Wandy",622534,593974,,2,9,,1,Changeup
SL,2023-05-12,88,"Hamilton, Ian",542194,641656,strikeout,1,6,,4,Slider
CH,2023-05-12,90.8,"Peralta, Wandy",670623,593974,single,2,9,165,2,Changeup
SL,2023-05-12,88.4,"Holmes, Clay",668227,605280,,2,8,,1,Slider
SL,2023-05-12,89.7,"Hamilton, Ian",542194,641656,,1,6,251,3,Slider
SI,2023-05-12,94.5,"King, Michael",664040,650633,grounded_into_double_play,1,7,48,2,Sinker
FF,2023-05-12,97.9,"Cole, Gerrit",664040,543037,,2,1,,1,4-Seam Fastball
FF,2023-05-12,98.1,"Cole, Gerrit",668227,543037,home_run,2,1,422,3,4-Seam Fastball
SL,2023-05-12,87.2,"Hamilton, Ian",542194,641656,,1,6,,2,Slider
ST,2023-05-12,80.4,"King, Michael",664040,650633,,1,7,,1,Sweeper
SI,2023-05-12,96.6,"Holmes, Clay",677551,605280,strikeout,1,8,,6,Sinker
CH,2023-05-12,90.1,"Peralta, Wandy",670623,593974,,2,9,,1,Changeup
SI,2023-05-12,94.8,"King, Michael",668227,650633,walk,1,7,,8,Sinker
CH,2023-05-12,91.3,"Peralta, Wandy",623912,593974,strikeout,1,9,,5,Changeup
SI,2023-05-12,96.3,"Hamilton, Ian",542194,641656,,1,6,,1,Sinker
SI,2023-05-12,97.1,"Holmes, Clay",677551,605280,,1,8,,5,Sinker
FF,2023-05-12,97.3,"Cole, Gerrit",668227,543037,,2,1,,2,4-Seam Fastball
SL,2023-05-12,89.3,"Hamilton, Ian",666139,641656,single,1,6,252,6,Slider
SL,2023-05-12,86.9,"Holmes, Clay",677551,605280,,1,8,188,4,Slider
SI,2023-05-12,93.5,"King, Michael",668227,650633,,1,7,2,7,Sinker
FF,2023-05-12,97.8,"Cole, Gerrit",668227,543037,,2,1,,1,4-Seam Fastball
CH,2023-05-12,90.6,"Peralta, Wandy",623912,593974,,1,9,,4,Changeup
CH,2023-05-12,90,"Peralta, Wandy",623912,593974,,1,9,,3,Changeup
FF,2023-05-12,97.9,"Cole, Gerrit",677551,543037,strikeout,1,1,,5,4-Seam Fastball
SL,2023-05-12,86.5,"Holmes, Clay",677551,605280,,1,8,159,3,Slider
FF,2023-05-12,97.6,"Hamilton, Ian",666139,641656,,1,6,,5,4-Seam Fastball
FF,2023-05-12,96.6,"King, Michael",668227,650633,,1,7,,6,4-Seam Fastball
FF,2023-05-12,96.2,"Cole, Gerrit",677551,543037,,1,1,231,4,4-Seam Fastball
ST,2023-05-12,81.2,"King, Michael",668227,650633,,1,7,12,5,Sweeper
FF,2023-05-12,96.6,"Hamilton, Ian",666139,641656,,1,6,,4,4-Seam Fastball
CH,2023-05-12,89.9,"Peralta, Wandy",623912,593974,,1,9,,2,Changeup
SI,2023-05-12,95.4,"Holmes, Clay",677551,605280,,1,8,,2,Sinker
FF,2023-05-12,96.5,"Cole, Gerrit",677551,543037,,1,1,,3,4-Seam Fastball
SI,2023-05-12,95.5,"Holmes, Clay",677551,605280,,1,8,,1,Sinker
SI,2023-05-12,95.5,"Hamilton, Ian",666139,641656,,1,6,,3,Sinker
CH,2023-05-12,89.8,"Peralta, Wandy",623912,593974,,1,9,,1,Changeup
ST,2023-05-12,82.8,"King, Michael",668227,650633,,1,7,,4,Sweeper
SI,2023-05-12,95,"King, Michael",668227,650633,,1,7,,3,Sinker
SL,2023-05-12,91.6,"Peralta, Wandy",664040,593974,strikeout,0,9,,5,Slider
FF,2023-05-12,96.1,"Hamilton, Ian",666139,641656,,1,6,,2,4-Seam Fastball
KC,2023-05-12,82.4,"Cole, Gerrit",677551,543037,,1,1,,2,Knuckle Curve
SL,2023-05-12,86.8,"Holmes, Clay",650490,605280,single,1,8,197,5,Slider
SI,2023-05-12,96.3,"Holmes, Clay",650490,605280,,1,8,,4,Sinker
FF,2023-05-12,97.2,"Cole, Gerrit",677551,543037,,1,1,,1,4-Seam Fastball
SI,2023-05-12,98,"Peralta, Wandy",664040,593974,,0,9,,4,Sinker
FF,2023-05-12,97.5,"Hamilton, Ian",666139,641656,,1,6,,1,4-Seam Fastball
SI,2023-05-12,95.1,"King, Michael",668227,650633,,1,7,,2,Sinker
SL,2023-05-12,89.6,"Hamilton, Ian",670623,641656,strikeout,0,6,,3,Slider
ST,2023-05-12,80,"King, Michael",668227,650633,,1,7,,1,Sweeper
ST,2023-05-12,83.8,"Holmes, Clay",650490,605280,,1,8,133,3,Sweeper
FF,2023-05-12,97.3,"Cole, Gerrit",650490,543037,field_out,0,1,297,3,4-Seam Fastball
SI,2023-05-12,97.4,"Peralta, Wandy",664040,593974,,0,9,,3,Sinker
ST,2023-05-12,82.3,"Holmes, Clay",650490,605280,,1,8,,2,Sweeper
SI,2023-05-12,96.5,"Peralta, Wandy",664040,593974,,0,9,,2,Sinker
SI,2023-05-12,94,"King, Michael",677551,650633,field_out,0,7,5,2,Sinker
FF,2023-05-12,96.2,"Cole, Gerrit",650490,543037,,0,1,236,2,4-Seam Fastball
SL,2023-05-12,87.9,"Hamilton, Ian",670623,641656,,0,6,,2,Slider
SL,2023-05-12,85.6,"Holmes, Clay",650490,605280,,1,8,,1,Slider
ST,2023-05-12,79.3,"King, Michael",677551,650633,,0,7,,1,Sweeper
SI,2023-05-12,96.4,"Peralta, Wandy",664040,593974,,0,9,,1,Sinker
FF,2023-05-12,96.3,"Cole, Gerrit",650490,543037,,0,1,,1,4-Seam Fastball
SL,2023-05-12,89.1,"Hamilton, Ian",670623,641656,,0,6,,1,Slider
CH,2023-05-11,84.6,"Germán, Domingo",670764,593334,walk,2,6,,5,Changeup
CU,2023-05-11,81.6,"Germán, Domingo",670764,593334,,2,6,,4,Curveball
CU,2023-05-11,81.6,"Germán, Domingo",670764,593334,,2,6,,3,Curveball
FF,2023-05-11,93.8,"Germán, Domingo",670764,593334,,2,6,,2,4-Seam Fastball
FF,2023-05-11,94,"Germán, Domingo",670764,593334,,2,6,,1,4-Seam Fastball
CU,2023-05-11,80.8,"Germán, Domingo",664040,593334,field_out,1,6,285,2,Curveball
CU,2023-05-11,81.7,"Germán, Domingo",664040,593334,,1,6,,1,Curveball
CH,2023-05-11,87.4,"Germán, Domingo",668227,593334,strikeout,0,6,,5,Changeup
CU,2023-05-11,83.5,"Germán, Domingo",668227,593334,,0,6,2,4,Curveball
SI,2023-05-11,91.2,"Germán, Domingo",668227,593334,,0,6,4,3,Sinker
CU,2023-05-11,80.6,"Germán, Domingo",668227,593334,,0,6,,2,Curveball
SI,2023-05-11,91.2,"Germán, Domingo",668227,593334,,0,6,,1,Sinker
CU,2023-05-11,80.8,"Germán, Domingo",677551,593334,field_out,2,5,3,4,Curveball
FF,2023-05-11,92.8,"Germán, Domingo",677551,593334,,2,5,,3,4-Seam Fastball
CH,2023-05-11,86.2,"Germán, Domingo",677551,593334,,2,5,,2,Changeup
CH,2023-05-11,84.8,"Germán, Domingo",677551,593334,,2,5,,1,Changeup
CU,2023-05-11,81.2,"Germán, Domingo",650490,593334,double,2,5,17,2,Curveball
CU,2023-05-11,80.5,"Germán, Domingo",650490,593334,,2,5,,1,Curveball
CU,2023-05-11,85,"Germán, Domingo",642336,593334,field_out,1,5,56,3,Curveball
FF,2023-05-11,93.3,"Germán, Domingo",642336,593334,,1,5,273,2,4-Seam Fastball
CH,2023-05-11,83.9,"Germán, Domingo",642336,593334,,1,5,212,1,Changeup
CU,2023-05-11,81.5,"Germán, Domingo",666139,593334,field_error,1,5,8,5,Curveball
CH,2023-05-11,85.3,"Germán, Domingo",666139,593334,,1,5,88,4,Changeup
CU,2023-05-11,79.8,"Germán, Domingo",666139,593334,,1,5,,3,Curveball
CH,2023-05-11,84.1,"Germán, Domingo",666139,593334,,1,5,,2,Changeup
FF,2023-05-11,92.2,"Germán, Domingo",666139,593334,,1,5,,1,4-Seam Fastball
FF,2023-05-11,91.7,"Germán, Domingo",622534,593334,field_out,0,5,27,1,4-Seam Fastball
CU,2023-05-11,84.9,"Germán, Domingo",670042,593334,strikeout,2,4,,4,Curveball
FF,2023-05-11,93.6,"Germán, Domingo",670042,593334,,2,4,264,3,4-Seam Fastball
CH,2023-05-11,86.4,"Germán, Domingo",670042,593334,,2,4,,2,Changeup
FF,2023-05-11,93.7,"Germán, Domingo",670042,593334,,2,4,,1,4-Seam Fastball
FF,2023-05-11,93.2,"Germán, Domingo",670764,593334,field_out,1,4,286,5,4-Seam Fastball
CU,2023-05-11,81.8,"Germán, Domingo",670764,593334,,1,4,,4,Curveball
FF,2023-05-11,92.3,"Germán, Domingo",670764,593334,,1,4,,3,4-Seam Fastball
FF,2023-05-11,92.4,"Germán, Domingo",670764,593334,,1,4,189,2,4-Seam Fastball
CU,2023-05-11,82.2,"Germán, Domingo",670764,593334,,1,4,,1,Curveball
FF,2023-05-11,94.2,"Germán, Domingo",664040,593334,field_out,0,4,233,5,4-Seam Fastball
FF,2023-05-11,93.6,"Germán, Domingo",664040,593334,,0,4,,4,4-Seam Fastball
FF,2023-05-11,92.8,"Germán, Domingo",664040,593334,,0,4,,3,4-Seam Fastball
FF,2023-05-11,91.5,"Germán, Domingo",664040,593334,,0,4,219,2,4-Seam Fastball
CH,2023-05-11,84.6,"Germán, Domingo",664040,593334,,0,4,,1,Changeup
FF,2023-05-11,92.9,"Germán, Domingo",668227,593334,strikeout,2,3,,4,4-Seam Fastball
CH,2023-05-11,86,"Germán, Domingo",668227,593334,,2,3,200,3,Changeup
CH,2023-05-11,87.6,"Germán, Domingo",668227,593334,,2,3,,2,Changeup
CH,2023-05-11,86.9,"Germán, Domingo",668227,593334,,2,3,,1,Changeup
CH,2023-05-11,85.3,"Germán, Domingo",677551,593334,single,2,3,172,2,Changeup
CU,2023-05-11,81.8,"Germán, Domingo",677551,593334,,2,3,,1,Curveball
SI,2023-05-11,92.3,"Germán, Domingo",650490,593334,grounded_into_double_play,0,3,59,2,Sinker
FF,2023-05-11,93,"Germán, Domingo",650490,593334,,0,3,,1,4-Seam Fastball
CH,2023-05-11,85.2,"Germán, Domingo",642336,593334,walk,0,3,,9,Changeup
CH,2023-05-11,86,"Germán, Domingo",642336,593334,,0,3,6,8,Changeup
CU,2023-05-11,80.7,"Germán, Domingo",642336,593334,,0,3,189,7,Curveball
CU,2023-05-11,81.6,"Germán, Domingo",642336,593334,,0,3,147,6,Curveball
CH,2023-05-11,84.8,"Germán, Domingo",642336,593334,,0,3,62,5,Changeup
CU,2023-05-11,80.5,"Germán, Domingo",642336,593334,,0,3,,4,Curveball
CU,2023-05-11,81.4,"Germán, Domingo",642336,593334,,0,3,,3,Curveball
CH,2023-05-11,85,"Germán, Domingo",642336,593334,,0,3,309,2,Changeup
CH,2023-05-11,84.4,"Germán, Domingo",642336,593334,,0,3,,1,Changeup
CU,2023-05-11,81.1,"Germán, Domingo",666139,593334,field_out,2,2,220,6,Curveball
SI,2023-05-11,87.6,"Weber, Ryan",666139,543901,field_out,2,9,303,1,Sinker
CU,2023-05-11,81.8,"Germán, Domingo",666139,593334,,2,2,1,5,Curveball
CH,2023-05-11,85,"Germán, Domingo",666139,593334,,2,2,,4,Changeup
SI,2023-05-11,88.1,"Weber, Ryan",622534,543901,force_out,1,9,4,1,Sinker
CH,2023-05-11,78,"Weber, Ryan",670042,543901,single,1,9,173,3,Changeup
FF,2023-05-11,93.1,"Germán, Domingo",666139,593334,,2,2,,3,4-Seam Fastball
CU,2023-05-11,83.7,"Germán, Domingo",666139,593334,,2,2,,2,Curveball
CH,2023-05-11,76.8,"Weber, Ryan",670042,543901,,1,9,,2,Changeup
SL,2023-05-11,78.1,"Weber, Ryan",670042,543901,,1,9,,1,Slider
CU,2023-05-11,81.8,"Germán, Domingo",666139,593334,,2,2,,1,Curveball
SI,2023-05-11,88.1,"Weber, Ryan",670764,543901,field_out,0,9,346,4,Sinker
SI,2023-05-11,92.5,"Germán, Domingo",622534,593334,field_out,1,2,2,2,Sinker
SL,2023-05-11,77.3,"Weber, Ryan",670764,543901,,0,9,,3,Slider
CU,2023-05-11,82.3,"Germán, Domingo",622534,593334,,1,2,,1,Curveball
CH,2023-05-11,87.9,"Abreu, Albert",670042,656061,field_out,2,7,25,3,Changeup
CH,2023-05-11,88.4,"Abreu, Albert",670042,656061,,2,7,,2,Changeup
FF,2023-05-11,90.8,"Germán, Domingo",670042,593334,field_out,0,2,149,5,4-Seam Fastball
SI,2023-05-11,87,"Weber, Ryan",670764,543901,,0,9,,2,Sinker
FF,2023-05-11,90.9,"Germán, Domingo",670042,593334,,0,2,,4,4-Seam Fastball
SI,2023-05-11,87.3,"Weber, Ryan",670764,543901,,0,9,97,1,Sinker
SI,2023-05-11,98.4,"Abreu, Albert",670042,656061,,2,7,,1,Sinker
CH,2023-05-11,77.1,"Weber, Ryan",664040,543901,strikeout,2,8,,5,Changeup
SI,2023-05-11,98.4,"Abreu, Albert",670764,656061,double,2,7,318,5,Sinker
CU,2023-05-11,80.7,"Germán, Domingo",670042,593334,,0,2,,3,Curveball
SI,2023-05-11,97.5,"Abreu, Albert",670764,656061,,2,7,,4,Sinker
CH,2023-05-11,84.5,"Germán, Domingo",670042,593334,,0,2,,2,Changeup
SL,2023-05-11,77.6,"Weber, Ryan",664040,543901,,2,8,,4,Slider
SI,2023-05-11,99.1,"Abreu, Albert",670764,656061,,2,7,,3,Sinker
FF,2023-05-11,91.5,"Germán, Domingo",670042,593334,,0,2,,1,4-Seam Fastball
SI,2023-05-11,88.2,"Weber, Ryan",664040,543901,,2,8,,3,Sinker
CH,2023-05-11,88.4,"Germán, Domingo",670764,593334,force_out,2,1,36,6,Changeup
CH,2023-05-11,76.4,"Weber, Ryan",664040,543901,,2,8,3,2,Changeup
SL,2023-05-11,88.8,"Abreu, Albert",670764,656061,,2,7,216,2,Slider
FF,2023-05-11,93.8,"Marinaccio, Ron",642336,676760,field_out,2,6,293,5,4-Seam Fastball
CH,2023-05-11,76.8,"Weber, Ryan",664040,543901,,2,8,,1,Changeup
SI,2023-05-11,98.9,"Abreu, Albert",670764,656061,,2,7,,1,Sinker
FF,2023-05-11,94,"Germán, Domingo",670764,593334,,2,1,191,5,4-Seam Fastball
CU,2023-05-11,85.2,"Germán, Domingo",670764,593334,,2,1,6,4,Curveball
SI,2023-05-11,97.8,"Abreu, Albert",664040,656061,walk,2,7,,4,Sinker
SI,2023-05-11,88.7,"Weber, Ryan",668227,543901,field_out,1,8,4,3,Sinker
FF,2023-05-11,94,"Marinaccio, Ron",642336,676760,,2,6,237,4,4-Seam Fastball
CH,2023-05-11,87.8,"Abreu, Albert",664040,656061,,2,7,,3,Changeup
CH,2023-05-11,88,"Germán, Domingo",670764,593334,,2,1,,3,Changeup
CH,2023-05-11,82.4,"Marinaccio, Ron",642336,676760,,2,6,,3,Changeup
SI,2023-05-11,88.9,"Weber, Ryan",668227,543901,,1,8,,2,Sinker
CH,2023-05-11,85.8,"Germán, Domingo",670764,593334,,2,1,,2,Changeup
SI,2023-05-11,97.3,"Abreu, Albert",664040,656061,,2,7,,2,Sinker
CH,2023-05-11,85.2,"Marinaccio, Ron",642336,676760,,2,6,,2,Changeup
SI,2023-05-11,88.4,"Weber, Ryan",668227,543901,,1,8,172,1,Sinker
FF,2023-05-11,93.5,"Marinaccio, Ron",642336,676760,,2,6,193,1,4-Seam Fastball
CU,2023-05-11,81.6,"Germán, Domingo",670764,593334,,2,1,,1,Curveball
SI,2023-05-11,89.4,"Weber, Ryan",670623,543901,double,1,8,311,4,Sinker
CH,2023-05-11,88.8,"Abreu, Albert",664040,656061,,2,7,,1,Changeup
CH,2023-05-11,85.5,"Germán, Domingo",664040,593334,field_out,1,1,301,1,Changeup
SI,2023-05-11,98.4,"Abreu, Albert",668227,656061,walk,2,7,,6,Sinker
CH,2023-05-11,83.3,"Marinaccio, Ron",666139,676760,double,2,6,387,2,Changeup
SL,2023-05-11,78.8,"Weber, Ryan",670623,543901,,1,8,,3,Slider
CH,2023-05-11,84.1,"Marinaccio, Ron",666139,676760,,2,6,3,1,Changeup
SI,2023-05-11,98.4,"Abreu, Albert",668227,656061,,2,7,,5,Sinker
SI,2023-05-11,89.4,"Weber, Ryan",670623,543901,,1,8,,2,Sinker
CU,2023-05-11,84.1,"Germán, Domingo",668227,593334,walk,1,1,,6,Curveball
FF,2023-05-11,94,"Germán, Domingo",668227,593334,,1,1,,5,4-Seam Fastball
SI,2023-05-11,99.1,"Abreu, Albert",668227,656061,,2,7,,4,Sinker
FF,2023-05-11,93.8,"Marinaccio, Ron",622534,676760,hit_by_pitch,2,6,,3,4-Seam Fastball
SL,2023-05-11,78.2,"Weber, Ryan",670623,543901,,1,8,147,1,Slider
SI,2023-05-11,88.8,"Weber, Ryan",650490,543901,field_out,0,8,11,2,Sinker
CH,2023-05-11,83,"Marinaccio, Ron",622534,676760,,2,6,241,2,Changeup
SL,2023-05-11,87,"Abreu, Albert",668227,656061,,2,7,,3,Slider
CH,2023-05-11,86,"Germán, Domingo",668227,593334,,1,1,,4,Changeup
SL,2023-05-11,77.7,"Weber, Ryan",650490,543901,,0,8,,1,Slider
ST,2023-05-11,79.2,"Marinaccio, Ron",622534,676760,,2,6,,1,Sweeper
SL,2023-05-11,87.9,"Abreu, Albert",668227,656061,,2,7,,2,Slider
CU,2023-05-11,82.7,"Germán, Domingo",668227,593334,,1,1,,3,Curveball
FF,2023-05-11,93.3,"Marinaccio, Ron",670042,676760,single,2,6,56,5,4-Seam Fastball
SI,2023-05-11,91.9,"Germán, Domingo",668227,593334,,1,1,,2,Sinker
SI,2023-05-11,99.4,"Abreu, Albert",668227,656061,,2,7,,1,Sinker
SI,2023-05-11,88.6,"Weber, Ryan",642336,543901,double,0,8,201,2,Sinker
SI,2023-05-11,92,"Germán, Domingo",668227,593334,,1,1,,1,Sinker
SI,2023-05-11,88.3,"Weber, Ryan",642336,543901,,0,8,,1,Sinker
SI,2023-05-11,98.9,"Abreu, Albert",670623,656061,field_out,1,7,313,1,Sinker
CH,2023-05-11,81.8,"Marinaccio, Ron",670042,676760,,2,6,3,4,Changeup
FF,2023-05-11,94,"Marinaccio, Ron",670042,676760,,2,6,,3,4-Seam Fastball
FF,2023-05-11,92,"Germán, Domingo",677551,593334,single,1,1,149,2,4-Seam Fastball
SI,2023-05-11,97.3,"Abreu, Albert",650490,656061,field_out,0,7,,3,Sinker
CH,2023-05-11,75.3,"Weber, Ryan",666139,543901,home_run,0,8,435,1,Changeup
SI,2023-05-11,97.2,"Abreu, Albert",650490,656061,,0,7,303,2,Sinker
CH,2023-05-11,81.7,"Marinaccio, Ron",670042,676760,,2,6,1,2,Changeup
FF,2023-05-11,91.9,"Germán, Domingo",677551,593334,,1,1,,1,4-Seam Fastball
SL,2023-05-11,77.2,"Weber, Ryan",622534,543901,single,0,8,242,2,Slider
SI,2023-05-11,87.4,"Weber, Ryan",622534,543901,,0,8,,1,Sinker
SI,2023-05-11,96.6,"Abreu, Albert",650490,656061,,0,7,,1,Sinker
FF,2023-05-11,92,"Germán, Domingo",650490,593334,field_out,0,1,366,1,4-Seam Fastball
CH,2023-05-11,81.9,"Marinaccio, Ron",670042,676760,,2,6,,1,Changeup
CH,2023-05-10,89.1,"Brito, Jhony",667670,666745,double,1,5,96,4,Changeup
SI,2023-05-10,95.7,"Brito, Jhony",667670,666745,,1,5,,3,Sinker
CH,2023-05-10,88.4,"Brito, Jhony",667670,666745,,1,5,,2,Changeup
CH,2023-05-10,88.7,"Brito, Jhony",667670,666745,,1,5,,1,Changeup
SI,2023-05-10,95.4,"Brito, Jhony",676116,666745,walk,1,5,,6,Sinker
SI,2023-05-10,94.3,"Brito, Jhony",676116,666745,,1,5,,5,Sinker
SI,2023-05-10,94.7,"Brito, Jhony",676116,666745,,1,5,,4,Sinker
CH,2023-05-10,88.6,"Brito, Jhony",676116,666745,,1,5,,3,Changeup
FF,2023-05-10,95,"Brito, Jhony",676116,666745,,1,5,,2,4-Seam Fastball
CU,2023-05-10,79.9,"Brito, Jhony",676116,666745,,1,5,,1,Curveball
SI,2023-05-10,94.8,"Brito, Jhony",665923,666745,field_out,0,5,4,2,Sinker
SI,2023-05-10,94.7,"Brito, Jhony",665923,666745,,0,5,,1,Sinker
CH,2023-05-10,88,"Brito, Jhony",675656,666745,field_out,2,4,4,3,Changeup
CU,2023-05-10,79.1,"Brito, Jhony",675656,666745,,2,4,,2,Curveball
CU,2023-05-10,79.3,"Brito, Jhony",675656,666745,,2,4,,1,Curveball
SI,2023-05-10,95.6,"Brito, Jhony",607054,666745,field_out,1,4,277,3,Sinker
CH,2023-05-10,88.5,"Brito, Jhony",607054,666745,,1,4,,2,Changeup
CU,2023-05-10,79.4,"Brito, Jhony",607054,666745,,1,4,,1,Curveball
SI,2023-05-10,94.9,"Brito, Jhony",542208,666745,field_out,0,4,253,3,Sinker
SI,2023-05-10,96.2,"Brito, Jhony",542208,666745,,0,4,,2,Sinker
CU,2023-05-10,79.8,"Brito, Jhony",542208,666745,,0,4,,1,Curveball
CH,2023-05-10,89.4,"Brito, Jhony",643393,666745,strikeout,2,3,,3,Changeup
CH,2023-05-10,88.5,"Brito, Jhony",643393,666745,,2,3,,2,Changeup
CH,2023-05-10,85.2,"García, Deivi",668709,665620,field_out,2,9,25,1,Changeup
CH,2023-05-10,89.4,"Brito, Jhony",643393,666745,,2,3,,1,Changeup
FF,2023-05-10,92.2,"García, Deivi",667670,665620,field_out,1,9,358,5,4-Seam Fastball
FF,2023-05-10,93.8,"García, Deivi",667670,665620,,1,9,,4,4-Seam Fastball
SI,2023-05-10,95.1,"Brito, Jhony",672478,666745,field_out,1,3,162,4,Sinker
SI,2023-05-10,96.7,"Brito, Jhony",672478,666745,,1,3,,3,Sinker
FF,2023-05-10,94.6,"García, Deivi",667670,665620,,1,9,,3,4-Seam Fastball
CH,2023-05-10,89.3,"Brito, Jhony",672478,666745,,1,3,3,2,Changeup
